,Company Name,Industry,Symbol,Series,ISIN Code,company_brief
352,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,"Oberoi Realty, a premier Mumbai real estate developer, specializes in luxury residential, commercial, and hospitality projects. A market leader, it offers growth via premium developments but faces cyclical real estate risks, regulatory hurdles, and significant promoter share pledges."
353,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,"Oil & Natural Gas Corporation (ONGC) is India's largest oil and gas explorer, critical for national energy security. Invest for market dominance and consistent dividends; however, crude oil price volatility and execution risks from maturing fields are concerns."
354,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,"Oil India (OIL) is a Maharatna CPSE, India's second-largest E&P company producing crude oil and natural gas. Investment pros include government backing and stable dividends; cons are volatile commodity prices and regulatory/environmental risks."
355,Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,BE,INE0LXG01040,"Ola Electric, India's leading EV two-wheeler manufacturer with a vertically integrated approach, offers growth in a booming market. However, persistent losses, intense competition, and quality concerns present significant investment risks."
356,Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,"Olectra Greentech is a leading Indian manufacturer of electric buses, trucks, and composite insulators, capitalizing on the nation's EV transition. Invest for exposure to high EV growth and robust order books, but consider risks like its high valuation, intense market competition, and dependency on government policies."
357,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,"One 97 Communications (Paytm) offers digital payments and financial services, once a market leader but now facing fierce competition. Recent regulatory approvals and focus on profitability offer investment potential, yet historical losses and intense market rivalry pose risks."
358,Onesource Specialty Pharma Ltd.,Healthcare,ONESOURCE,EQ,INE013P01021,"OneSource Specialty Pharma, a Nifty 500 Indian biopharma CDMO, develops and manufactures injectable drug products. While recent revenue growth may attract, historical poor profitability, high valuation, and significant promoter pledging present investment risks."
359,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,"Oracle Financial Services Software provides critical IT solutions to the global financial industry. Debt-free with strong dividends and Oracle's cloud synergy make it attractive, but its high payout ratio, overvaluation, and client concentration present risks."
360,PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,"PB Fintech operates Policybazaar and Paisabazaar, India's leading online insurance and lending marketplaces, holding dominant market shares. Investment drivers include an asset-light model and growth potential in an underpenetrated market. However, high valuation, competition, and regulatory risks are concerns."
361,PCBL Chemical Ltd.,Chemicals,PCBL,EQ,INE602A01031,"PCBL Chemical, India's largest carbon black producer for tyres and specialty chemicals, also generates green power. Investment pros include market leadership and diversification into battery chemicals; cons cover cyclical raw material costs and perceived overvaluation."
362,PG Electroplast Ltd.,Consumer Durables,PGEL,EQ,INE457L01029,"PGEL, an EMS/OEM leader in consumer electronics (ACs, washing machines) for 50+ brands, benefits from ""Make in India"" and strong growth. However, it faces high valuation, weak cash flow, share dilution, and recent demand challenges."
363,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,"PI Industries specializes in agrochemical custom synthesis and manufacturing, now expanding into pharmaceuticals. It offers investment potential due to its debt-free status and strong R&D, but faces risks from sector dependence, regulatory changes, competition, and high valuation."
364,PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,"PNB Housing Finance offers diverse housing loans, holding a significant market position. Investment positives include PNB parentage, improving asset quality, and retail focus. Risks involve debt sustainability, intense competition, and interest rate sensitivity."
365,PTC Industries Ltd.,Capital Goods,PTCIL,EQ,INE596F01018,"PTC Industries manufactures precision castings for critical sectors like aerospace and defense, recognized for innovation. Investors see strong profit growth; however, high valuation, low ROE, and raw material volatility are concerns."
366,PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014,"PVR INOX, India's largest cinema exhibitor, benefits from market leadership and an improving content pipeline, attracting investors seeking growth in entertainment. However, investment risks include intense OTT competition, high fixed costs, business cyclicality, debt, and ongoing regulatory scrutiny, impacting profitability and sustainability."
367,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,"Page Industries, exclusive Jockey/Speedo licensee, dominates India's premium innerwear market. Investors are drawn by strong brands, consistent financials, and high ROE. However, high valuations and brand concentration risk deter some."
368,Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,"Patanjali Foods leads in edible oils and diverse FMCG, leveraging its strong brand for growth. Invest for market position; avoid due to regulatory risks, litigations, and high valuation."
369,Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,"Persistent Systems is a digital engineering and modernization company providing IT services across BFSI, healthcare, and tech sectors. A significant IT player, it offers consistent growth and low debt, driven by AI and cloud innovation, making it an attractive investment. However, its high valuation could be a deterrent for potential investors."
370,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,"Petronet LNG imports, regasifies, and supplies LNG, dominating India's market with key terminals. A strong investment due to its leadership, robust financials, and diversification into petrochemicals, it faces risks from heavy import reliance, intense competition, and volatile profitability."
371,Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,"Pfizer Ltd., a leading Indian pharma, produces diverse vaccines and medicines. It offers stable dividends, low debt, and market significance as a Pfizer Inc. subsidiary, but has faced criticism for modest sales growth."
372,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,"Phoenix Mills develops and operates retail-led mixed-use assets across India. A market leader with strong expansion, it benefits from urban consumption growth. Risks include high valuations, debt from aggressive expansion, and sector-specific challenges."
373,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,"Pidilite, a leader in adhesives (Fevicol, Dr. Fixit) and specialty chemicals, holds significant market share. Invest for strong brands, debt-free status, and growth; however, high valuation and rural market risks are concerns."
374,Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011,"Piramal Pharma operates globally in contract development and manufacturing, critical care generics, and consumer healthcare, boasting a diversified portfolio. Its institutional backing and focus on innovation present investment potential. However, recent losses, high debt, low return on equity, and exposure to regulatory and customer concentration risks pose concerns."
375,Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,"Poly Medicure manufactures diverse medical devices globally, holding a significant Indian market share. Investment appeals due to consistent growth and innovation, but high valuation and raw material price volatility are concerns."
376,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,"Polycab India Ltd. is India's largest wires and cables manufacturer, with a strong FMEG presence. Invest for market leadership, growth, and infrastructure tailwinds. Avoid due to India market dependence, intense competition, raw material risks, and high valuation."
377,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,"Poonawalla Fincorp, an NBFC backed by the Cyrus Poonawalla Group, offers consumer and MSME loans. Its digital focus and strong parentage are positives, but high competition and asset quality risks remain."
